year,round,raceName,circuitId,driverId,constructorId,number,position,Q1,Q2,Q3
2022,5,Miami Grand Prix,miami,latifi,williams,6,19,1:31.325,,
2022,5,Miami Grand Prix,miami,ocon,alpine,31,20,,,
2023,1,Bahrain Grand Prix,bahrain,max_verstappen,red_bull,1,1,1:31.295,1:30.503,1:29.708
2023,1,Bahrain Grand Prix,bahrain,perez,red_bull,11,2,1:31.479,1:30.746,1:29.846
2023,1,Bahrain Grand Prix,bahrain,leclerc,ferrari,16,3,1:31.094,1:30.282,1:30.000
2023,1,Bahrain Grand Prix,bahrain,sainz,ferrari,55,4,1:30.993,1:30.515,1:30.154
2023,1,Bahrain Grand Prix,bahrain,alonso,aston_martin,14,5,1:31.158,1:30.645,1:30.336
2023,1,Bahrain Grand Prix,bahrain,russell,mercedes,63,6,1:31.057,1:30.507,1:30.340
2023,1,Bahrain Grand Prix,bahrain,hamilton,mercedes,44,7,1:31.543,1:30.513,1:30.384
2023,1,Bahrain Grand Prix,bahrain,stroll,aston_martin,18,8,1:31.184,1:31.127,1:30.836
2023,1,Bahrain Grand Prix,bahrain,ocon,alpine,31,9,1:31.508,1:30.914,1:30.984
2023,1,Bahrain Grand Prix,bahrain,hulkenberg,haas,27,10,1:31.204,1:30.809,
2023,1,Bahrain Grand Prix,bahrain,norris,mclaren,4,11,1:31.652,1:31.381,
2023,1,Bahrain Grand Prix,bahrain,bottas,alfa,77,12,1:31.504,1:31.443,
2023,1,Bahrain Grand Prix,bahrain,zhou,alfa,24,13,1:31.615,1:31.473,
2023,1,Bahrain Grand Prix,bahrain,tsunoda,alphatauri,22,14,1:31.400,1:32.510,
2023,1,Bahrain Grand Prix,bahrain,albon,williams,23,15,1:31.461,,
2023,1,Bahrain Grand Prix,bahrain,sargeant,williams,2,16,1:31.652,,
2023,1,Bahrain Grand Prix,bahrain,kevin_magnussen,haas,20,17,1:31.892,,
2023,1,Bahrain Grand Prix,bahrain,piastri,mclaren,81,18,1:32.101,,
2023,1,Bahrain Grand Prix,bahrain,de_vries,alphatauri,21,19,1:32.121,,
2023,1,Bahrain Grand Prix,bahrain,gasly,alpine,10,20,1:32.181,,
2023,2,Saudi Arabian Grand Prix,jeddah,perez,red_bull,11,1,1:29.244,1:28.635,1:28.265
2023,2,Saudi Arabian Grand Prix,jeddah,leclerc,ferrari,16,2,1:29.376,1:28.903,1:28.420
2023,2,Saudi Arabian Grand Prix,jeddah,alonso,aston_martin,14,3,1:29.298,1:28.757,1:28.730
2023,2,Saudi Arabian Grand Prix,jeddah,russell,mercedes,63,4,1:29.592,1:29.132,1:28.857
2023,2,Saudi Arabian Grand Prix,jeddah,sainz,ferrari,55,5,1:29.411,1:28.957,1:28.931
2023,2,Saudi Arabian Grand Prix,jeddah,stroll,aston_martin,18,6,1:29.335,1:28.962,1:28.945
2023,2,Saudi Arabian Grand Prix,jeddah,ocon,alpine,31,7,1:29.707,1:29.255,1:29.078
2023,2,Saudi Arabian Grand Prix,jeddah,hamilton,mercedes,44,8,1:29.689,1:29.374,1:29.223
2023,2,Saudi Arabian Grand Prix,jeddah,piastri,mclaren,81,9,1:29.706,1:29.378,1:29.243
2023,2,Saudi Arabian Grand Prix,jeddah,gasly,alpine,10,10,1:29.890,1:29.411,1:29.357
2023,2,Saudi Arabian Grand Prix,jeddah,hulkenberg,haas,27,11,1:29.547,1:29.451,
2023,2,Saudi Arabian Grand Prix,jeddah,zhou,alfa,24,12,1:29.654,1:29.461,
2023,2,Saudi Arabian Grand Prix,jeddah,kevin_magnussen,haas,20,13,1:29.744,1:29.634,
2023,2,Saudi Arabian Grand Prix,jeddah,bottas,alfa,77,14,1:29.929,1:29.668,
2023,2,Saudi Arabian Grand Prix,jeddah,max_verstappen,red_bull,1,15,1:28.761,1:49.953,
2023,2,Saudi Arabian Grand Prix,jeddah,tsunoda,alphatauri,22,16,1:29.939,,
2023,2,Saudi Arabian Grand Prix,jeddah,albon,williams,23,17,1:29.994,,
2023,2,Saudi Arabian Grand Prix,jeddah,de_vries,alphatauri,21,18,1:30.244,,
2023,2,Saudi Arabian Grand Prix,jeddah,norris,mclaren,4,19,1:30.447,,
2023,2,Saudi Arabian Grand Prix,jeddah,sargeant,williams,2,20,2:08.510,,
2023,3,Australian Grand Prix,albert_park,max_verstappen,red_bull,1,1,1:17.384,1:17.056,1:16.732
2023,3,Australian Grand Prix,albert_park,russell,mercedes,63,2,1:17.654,1:17.513,1:16.968
2023,3,Australian Grand Prix,albert_park,hamilton,mercedes,44,3,1:17.689,1:17.551,1:17.104
2023,3,Australian Grand Prix,albert_park,alonso,aston_martin,14,4,1:17.832,1:17.283,1:17.139
2023,3,Australian Grand Prix,albert_park,sainz,ferrari,55,5,1:17.928,1:17.349,1:17.270
2023,3,Australian Grand Prix,albert_park,stroll,aston_martin,18,6,1:17.873,1:17.616,1:17.308
2023,3,Australian Grand Prix,albert_park,leclerc,ferrari,16,7,1:18.218,1:17.390,1:17.369
2023,3,Australian Grand Prix,albert_park,albon,williams,23,8,1:17.962,1:17.761,1:17.609
2023,3,Australian Grand Prix,albert_park,gasly,alpine,10,9,1:18.312,1:17.574,1:17.675
2023,3,Australian Grand Prix,albert_park,hulkenberg,haas,27,10,1:18.029,1:17.412,1:17.735
2023,3,Australian Grand Prix,albert_park,ocon,alpine,31,11,1:17.770,1:17.768,
2023,3,Australian Grand Prix,albert_park,tsunoda,alphatauri,22,12,1:18.471,1:18.099,
2023,3,Australian Grand Prix,albert_park,norris,mclaren,4,13,1:18.243,1:18.119,
2023,3,Australian Grand Prix,albert_park,kevin_magnussen,haas,20,14,1:18.159,1:18.129,
2023,3,Australian Grand Prix,albert_park,de_vries,alphatauri,21,15,1:18.450,1:18.335,
2023,3,Australian Grand Prix,albert_park,piastri,mclaren,81,16,1:18.517,,
2023,3,Australian Grand Prix,albert_park,zhou,alfa,24,17,1:18.540,,
2023,3,Australian Grand Prix,albert_park,sargeant,williams,2,18,1:18.557,,
2023,3,Australian Grand Prix,albert_park,bottas,alfa,77,19,1:18.714,,
2023,3,Australian Grand Prix,albert_park,perez,red_bull,11,20,,,
2023,4,Azerbaijan Grand Prix,baku,leclerc,ferrari,16,1,1:41.269,1:41.037,1:40.203
2023,4,Azerbaijan Grand Prix,baku,max_verstappen,red_bull,1,2,1:41.398,1:40.822,1:40.391
2023,4,Azerbaijan Grand Prix,baku,perez,red_bull,11,3,1:41.756,1:41.131,1:40.495
2023,4,Azerbaijan Grand Prix,baku,sainz,ferrari,55,4,1:42.197,1:41.369,1:41.016
2023,4,Azerbaijan Grand Prix,baku,hamilton,mercedes,44,5,1:42.113,1:41.650,1:41.177
2023,4,Azerbaijan Grand Prix,baku,alonso,aston_martin,14,6,1:41.720,1:41.370,1:41.253
2023,4,Azerbaijan Grand Prix,baku,norris,mclaren,4,7,1:42.154,1:41.485,1:41.281
2023,4,Azerbaijan Grand Prix,baku,tsunoda,alphatauri,22,8,1:42.234,1:41.569,1:41.581
2023,4,Azerbaijan Grand Prix,baku,stroll,aston_martin,18,9,1:42.524,1:41.576,1:41.611
2023,4,Azerbaijan Grand Prix,baku,piastri,mclaren,81,10,1:42.455,1:41.636,1:41.611
2023,4,Azerbaijan Grand Prix,baku,russell,mercedes,63,11,1:42.073,1:41.654,
2023,4,Azerbaijan Grand Prix,baku,ocon,alpine,31,12,1:42.622,1:41.798,
2023,4,Azerbaijan Grand Prix,baku,albon,williams,23,13,1:42.171,1:41.818,
2023,4,Azerbaijan Grand Prix,baku,bottas,alfa,77,14,1:42.582,1:42.259,
2023,4,Azerbaijan Grand Prix,baku,sargeant,williams,2,15,1:42.242,1:42.395,
2023,4,Azerbaijan Grand Prix,baku,zhou,alfa,24,16,1:42.642,,
2023,4,Azerbaijan Grand Prix,baku,hulkenberg,haas,27,17,1:42.755,,
2023,4,Azerbaijan Grand Prix,baku,kevin_magnussen,haas,20,18,1:43.417,,
2023,4,Azerbaijan Grand Prix,baku,gasly,alpine,10,19,1:44.853,,
2023,4,Azerbaijan Grand Prix,baku,de_vries,alphatauri,21,20,1:55.282,,
2023,5,Miami Grand Prix,miami,perez,red_bull,11,1,1:27.713,1:27.328,1:26.841
2023,5,Miami Grand Prix,miami,alonso,aston_martin,14,2,1:28.179,1:27.097,1:27.202
2023,5,Miami Grand Prix,miami,sainz,ferrari,55,3,1:27.686,1:27.148,1:27.349
2023,5,Miami Grand Prix,miami,kevin_magnussen,haas,20,4,1:27.809,1:27.673,1:27.767
2023,5,Miami Grand Prix,miami,gasly,alpine,10,5,1:28.061,1:27.612,1:27.786
2023,5,Miami Grand Prix,miami,russell,mercedes,63,6,1:28.086,1:27.743,1:27.804
2023,5,Miami Grand Prix,miami,leclerc,ferrari,16,7,1:27.713,1:26.964,1:27.861
2023,5,Miami Grand Prix,miami,ocon,alpine,31,8,1:27.872,1:27.444,1:27.935
2023,5,Miami Grand Prix,miami,max_verstappen,red_bull,1,9,1:27.363,1:26.814,
2023,5,Miami Grand Prix,miami,bottas,alfa,77,10,1:27.864,1:27.564,
2023,5,Miami Grand Prix,miami,albon,williams,23,11,1:28.234,1:27.795,
2023,5,Miami Grand Prix,miami,hulkenberg,haas,27,12,1:27.945,1:27.903,
2023,5,Miami Grand Prix,miami,hamilton,mercedes,44,13,1:27.846,1:27.975,
2023,5,Miami Grand Prix,miami,zhou,alfa,24,14,1:28.180,1:28.091,
2023,5,Miami Grand Prix,miami,de_vries,alphatauri,21,15,1:28.325,1:28.395,
2023,5,Miami Grand Prix,miami,norris,mclaren,4,16,1:28.394,,
2023,5,Miami Grand Prix,miami,tsunoda,alphatauri,22,17,1:28.429,,
2023,5,Miami Grand Prix,miami,stroll,aston_martin,18,18,1:28.476,,
2023,5,Miami Grand Prix,miami,piastri,mclaren,81,19,1:28.484,,
2023,5,Miami Grand Prix,miami,sargeant,williams,2,20,1:28.577,,
2024,1,Bahrain Grand Prix,bahrain,max_verstappen,red_bull,1,1,1:30.031,1:29.374,1:29.179
2024,1,Bahrain Grand Prix,bahrain,leclerc,ferrari,16,2,1:30.243,1:29.165,1:29.407
2024,1,Bahrain Grand Prix,bahrain,russell,mercedes,63,3,1:30.350,1:29.922,1:29.485
2024,1,Bahrain Grand Prix,bahrain,sainz,ferrari,55,4,1:29.909,1:29.573,1:29.507
2024,1,Bahrain Grand Prix,bahrain,perez,red_bull,11,5,1:30.221,1:29.932,1:29.537
2024,1,Bahrain Grand Prix,bahrain,alonso,aston_martin,14,6,1:30.179,1:29.801,1:29.542
2024,1,Bahrain Grand Prix,bahrain,norris,mclaren,4,7,1:30.143,1:29.941,1:29.614
2024,1,Bahrain Grand Prix,bahrain,piastri,mclaren,81,8,1:30.531,1:30.122,1:29.683
2024,1,Bahrain Grand Prix,bahrain,hamilton,mercedes,44,9,1:30.451,1:29.718,1:29.710
2024,1,Bahrain Grand Prix,bahrain,hulkenberg,haas,27,10,1:30.566,1:29.851,1:30.502
2024,1,Bahrain Grand Prix,bahrain,tsunoda,rb,22,11,1:30.481,1:30.129,
2024,1,Bahrain Grand Prix,bahrain,stroll,aston_martin,18,12,1:29.965,1:30.200,
2024,1,Bahrain Grand Prix,bahrain,albon,williams,23,13,1:30.397,1:30.221,
2024,1,Bahrain Grand Prix,bahrain,ricciardo,rb,3,14,1:30.562,1:30.278,
2024,1,Bahrain Grand Prix,bahrain,kevin_magnussen,haas,20,15,1:30.646,1:30.529,
2024,1,Bahrain Grand Prix,bahrain,bottas,sauber,77,16,1:30.756,,
2024,1,Bahrain Grand Prix,bahrain,zhou,sauber,24,17,1:30.757,,
2024,1,Bahrain Grand Prix,bahrain,sargeant,williams,2,18,1:30.770,,
2024,1,Bahrain Grand Prix,bahrain,ocon,alpine,31,19,1:30.793,,
2024,1,Bahrain Grand Prix,bahrain,gasly,alpine,10,20,1:30.948,,
2024,2,Saudi Arabian Grand Prix,jeddah,max_verstappen,red_bull,1,1,1:28.171,1:28.033,1:27.472
2024,2,Saudi Arabian Grand Prix,jeddah,leclerc,ferrari,16,2,1:28.318,1:28.112,1:27.791
2024,2,Saudi Arabian Grand Prix,jeddah,perez,red_bull,11,3,1:28.638,1:28.467,1:27.807
2024,2,Saudi Arabian Grand Prix,jeddah,alonso,aston_martin,14,4,1:28.706,1:28.122,1:27.846
2024,2,Saudi Arabian Grand Prix,jeddah,piastri,mclaren,81,5,1:28.755,1:28.343,1:28.089
2024,2,Saudi Arabian Grand Prix,jeddah,norris,mclaren,4,6,1:28.805,1:28.479,1:28.132
2024,2,Saudi Arabian Grand Prix,jeddah,russell,mercedes,63,7,1:28.749,1:28.448,1:28.316
2024,2,Saudi Arabian Grand Prix,jeddah,hamilton,mercedes,44,8,1:28.994,1:28.606,1:28.460
2024,2,Saudi Arabian Grand Prix,jeddah,tsunoda,rb,22,9,1:28.988,1:28.564,1:28.547
2024,2,Saudi Arabian Grand Prix,jeddah,stroll,aston_martin,18,10,1:28.250,1:28.578,1:28.572
2024,2,Saudi Arabian Grand Prix,jeddah,bearman,ferrari,38,11,1:28.984,1:28.642,
2024,2,Saudi Arabian Grand Prix,jeddah,albon,williams,23,12,1:29.107,1:28.980,
2024,2,Saudi Arabian Grand Prix,jeddah,kevin_magnussen,haas,20,13,1:29.069,1:29.020,
2024,2,Saudi Arabian Grand Prix,jeddah,ricciardo,rb,3,14,1:29.065,1:29.025,
2024,2,Saudi Arabian Grand Prix,jeddah,hulkenberg,haas,27,15,1:29.055,,
2024,2,Saudi Arabian Grand Prix,jeddah,bottas,sauber,77,16,1:29.179,,
2024,2,Saudi Arabian Grand Prix,jeddah,ocon,alpine,31,17,1:29.475,,
2024,2,Saudi Arabian Grand Prix,jeddah,gasly,alpine,10,18,1:29.479,,
2024,2,Saudi Arabian Grand Prix,jeddah,sargeant,williams,2,19,1:29.526,,
2024,2,Saudi Arabian Grand Prix,jeddah,zhou,sauber,24,20,,,
2024,3,Australian Grand Prix,albert_park,max_verstappen,red_bull,1,1,1:16.819,1:16.387,1:15.915
2024,3,Australian Grand Prix,albert_park,sainz,ferrari,55,2,1:16.731,1:16.189,1:16.185
2024,3,Australian Grand Prix,albert_park,perez,red_bull,11,3,1:16.805,1:16.631,1:16.274
2024,3,Australian Grand Prix,albert_park,norris,mclaren,4,4,1:17.430,1:16.750,1:16.315
2024,3,Australian Grand Prix,albert_park,leclerc,ferrari,16,5,1:16.984,1:16.304,1:16.435
2024,3,Australian Grand Prix,albert_park,piastri,mclaren,81,6,1:17.369,1:16.601,1:16.572
2024,3,Australian Grand Prix,albert_park,russell,mercedes,63,7,1:17.062,1:16.901,1:16.724
2024,3,Australian Grand Prix,albert_park,tsunoda,rb,22,8,1:17.356,1:16.791,1:16.788
2024,3,Australian Grand Prix,albert_park,stroll,aston_martin,18,9,1:17.376,1:16.780,1:17.072
2024,3,Australian Grand Prix,albert_park,alonso,aston_martin,14,10,1:16.991,1:16.710,1:17.552
2024,3,Australian Grand Prix,albert_park,hamilton,mercedes,44,11,1:17.499,1:16.960,
2024,3,Australian Grand Prix,albert_park,albon,williams,23,12,1:17.130,1:17.167,
2024,3,Australian Grand Prix,albert_park,bottas,sauber,77,13,1:17.543,1:17.340,
2024,3,Australian Grand Prix,albert_park,kevin_magnussen,haas,20,14,1:17.709,1:17.427,
2024,3,Australian Grand Prix,albert_park,ocon,alpine,31,15,1:17.617,1:17.697,
2024,3,Australian Grand Prix,albert_park,hulkenberg,haas,27,16,1:17.976,,
2024,3,Australian Grand Prix,albert_park,gasly,alpine,10,17,1:17.982,,
2024,3,Australian Grand Prix,albert_park,ricciardo,rb,3,18,1:18.085,,
2024,3,Australian Grand Prix,albert_park,zhou,sauber,24,19,1:18.188,,
2024,4,Japanese Grand Prix,suzuka,max_verstappen,red_bull,1,1,1:28.866,1:28.740,1:28.197
2024,4,Japanese Grand Prix,suzuka,perez,red_bull,11,2,1:29.303,1:28.752,1:28.263
2024,4,Japanese Grand Prix,suzuka,norris,mclaren,4,3,1:29.536,1:28.940,1:28.489
2024,4,Japanese Grand Prix,suzuka,sainz,ferrari,55,4,1:29.513,1:29.099,1:28.682
2024,4,Japanese Grand Prix,suzuka,alonso,aston_martin,14,5,1:29.254,1:29.082,1:28.686
2024,4,Japanese Grand Prix,suzuka,piastri,mclaren,81,6,1:29.425,1:29.148,1:28.760
2024,4,Japanese Grand Prix,suzuka,hamilton,mercedes,44,7,1:29.661,1:28.887,1:28.766
2024,4,Japanese Grand Prix,suzuka,leclerc,ferrari,16,8,1:29.338,1:29.196,1:28.786
2024,4,Japanese Grand Prix,suzuka,russell,mercedes,63,9,1:29.799,1:29.140,1:29.008
2024,4,Japanese Grand Prix,suzuka,tsunoda,rb,22,10,1:29.775,1:29.417,1:29.413
2024,4,Japanese Grand Prix,suzuka,ricciardo,rb,3,11,1:29.727,1:29.472,
2024,4,Japanese Grand Prix,suzuka,hulkenberg,haas,27,12,1:29.821,1:29.494,
2024,4,Japanese Grand Prix,suzuka,bottas,sauber,77,13,1:29.602,1:29.593,
2024,4,Japanese Grand Prix,suzuka,albon,williams,23,14,1:29.963,1:29.714,
2024,4,Japanese Grand Prix,suzuka,ocon,alpine,31,15,1:29.811,1:29.816,
2024,4,Japanese Grand Prix,suzuka,stroll,aston_martin,18,16,1:30.024,,
2024,4,Japanese Grand Prix,suzuka,gasly,alpine,10,17,1:30.119,,
2024,4,Japanese Grand Prix,suzuka,kevin_magnussen,haas,20,18,1:30.131,,
2024,4,Japanese Grand Prix,suzuka,sargeant,williams,2,19,1:30.139,,
2024,4,Japanese Grand Prix,suzuka,zhou,sauber,24,20,1:30.143,,
2024,5,Chinese Grand Prix,shanghai,max_verstappen,red_bull,1,1,1:34.742,1:33.794,1:33.660
2024,5,Chinese Grand Prix,shanghai,perez,red_bull,11,2,1:35.457,1:34.026,1:33.982
2024,5,Chinese Grand Prix,shanghai,alonso,aston_martin,14,3,1:35.116,1:34.652,1:34.148
2024,5,Chinese Grand Prix,shanghai,norris,mclaren,4,4,1:34.842,1:34.460,1:34.165
2024,5,Chinese Grand Prix,shanghai,piastri,mclaren,81,5,1:35.014,1:34.659,1:34.273
2024,5,Chinese Grand Prix,shanghai,leclerc,ferrari,16,6,1:34.797,1:34.399,1:34.289
2024,5,Chinese Grand Prix,shanghai,sainz,ferrari,55,7,1:34.970,1:34.368,1:34.297
2024,5,Chinese Grand Prix,shanghai,russell,mercedes,63,8,1:35.084,1:34.609,1:34.433
2024,5,Chinese Grand Prix,shanghai,hulkenberg,haas,27,9,1:35.068,1:34.667,1:34.604
2024,5,Chinese Grand Prix,shanghai,bottas,sauber,77,10,1:35.169,1:34.769,1:34.665
2024,5,Chinese Grand Prix,shanghai,stroll,aston_martin,18,11,1:35.334,1:34.838,
2024,5,Chinese Grand Prix,shanghai,ricciardo,rb,3,12,1:35.443,1:34.934,
2024,5,Chinese Grand Prix,shanghai,ocon,alpine,31,13,1:35.356,1:35.223,
2024,5,Chinese Grand Prix,shanghai,albon,williams,23,14,1:35.384,1:35.241,
2024,5,Chinese Grand Prix,shanghai,gasly,alpine,10,15,1:35.287,1:35.463,
2024,5,Chinese Grand Prix,shanghai,zhou,sauber,24,16,1:35.505,,
2024,5,Chinese Grand Prix,shanghai,kevin_magnussen,haas,20,17,1:35.516,,
2024,5,Chinese Grand Prix,shanghai,hamilton,mercedes,44,18,1:35.573,,
2024,5,Chinese Grand Prix,shanghai,tsunoda,rb,22,19,1:35.746,,
2024,5,Chinese Grand Prix,shanghai,sargeant,williams,2,20,1:36.358,,
2024,6,Miami Grand Prix,miami,max_verstappen,red_bull,1,1,1:27.689,1:27.566,1:27.241
